"State.Territory","Year","Incidents"
"Puerto Rico","2014",9331
"Rhode Island","2014",3022
"South Carolina","2014",9708
"South Dakota","2014",2418
"Tennessee","2014",14259
"Texas","2014",85998
"U.S. Virgin Islands","2014",1842
"Unknown/Blank","2014",119326
"Utah","2014",4400
"Vermont","2014",2367
"Virginia","2014",21586
"Washington","2014",10900
"West Virginia","2014",3051
"Wisconsin","2014",5660
"Wyoming","2014",1381
