"State","Year","Nature","Incidents"
"American Samoa",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",13
"American Samoa",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1
"American Samoa",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",4
"American Samoa",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1
"American Samoa",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1
"American Samoa",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",20
"American Samoa",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arizona",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arizona",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arizona",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arizona",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arizona",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arizona",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arizona",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",43
"Arizona",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",5258
"Arizona",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",5883
"Arizona",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",6961
"Arizona",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",5060
"Arizona",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",6742
"Arizona",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",5848
"Arizona",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",4165
"Arizona",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",2255
"Arizona",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arkansas",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arkansas",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arkansas",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arkansas",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arkansas",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arkansas",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Arkansas",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",6
"Arkansas",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",153
"Arkansas",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",358
"Arkansas",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",657
"Arkansas",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1167
"Arkansas",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1205
"Arkansas",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1212
"Arkansas",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1047
"Arkansas",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",726
"Arkansas",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"California",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"California",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"California",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"California",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"California",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"California",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"California",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",181
"California",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",11916
"California",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",16541
"California",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",22245
"California",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",35116
"California",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",40204
"California",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",37784
"California",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",31414
"California",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",15655
"California",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Colorado",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Colorado",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Colorado",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Colorado",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Colorado",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Colorado",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Colorado",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",10
"Colorado",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",913
"Colorado",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",2744
"Colorado",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1536
"Colorado",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",2225
"Colorado",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",2897
"Colorado",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",2528
"Colorado",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",2095
"Colorado",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1261
"Colorado",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Connecticut",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Connecticut",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Connecticut",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Connecticut",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Connecticut",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Connecticut",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Connecticut",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",10
"Connecticut",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",739
"Connecticut",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1104
"Connecticut",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1501
"Connecticut",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",2169
"Connecticut",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",2386
"Connecticut",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1928
"Connecticut",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1749
"Connecticut",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",809
"Connecticut",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Delaware",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Delaware",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Delaware",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Delaware",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Delaware",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Delaware",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Delaware",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Delaware",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",183
"Delaware",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",517
"Delaware",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",668
"Delaware",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",959
"Delaware",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",949
"Delaware",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",665
"Delaware",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",443
"Delaware",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",220
"Delaware",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"District of Columbia",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"District of Columbia",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"District of Columbia",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"District of Columbia",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"District of Columbia",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"District of Columbia",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"District of Columbia",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",4
"District of Columbia",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",244
"District of Columbia",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",384
"District of Columbia",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",555
"District of Columbia",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",785
"District of Columbia",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",804
"District of Columbia",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",741
"District of Columbia",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",575
"District of Columbia",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",307
"District of Columbia",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1
"Federated States of Micronesia",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1
"Federated States of Micronesia",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Federated States of Micronesia",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Florida",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Florida",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Florida",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Florida",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Florida",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Florida",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Florida",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",139
"Florida",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",4789
"Florida",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",7756
"Florida",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",11966
"Florida",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",18450
"Florida",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",16892
"Florida",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",14782
"Florida",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",17567
"Florida",2010,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",9905
"Florida",2011,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Georgia",1996,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Georgia",1997,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Georgia",1998,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Georgia",1999,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Georgia",2000,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Georgia",2001,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",0
"Georgia",2002,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",33
"Georgia",2003,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",1992
"Georgia",2004,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",3105
"Georgia",2005,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",4575
"Georgia",2006,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",7092
"Georgia",2007,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",7783
"Georgia",2008,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",7161
"Georgia",2009,"Alters.transaction.to.avoid.completion.of.funds.transfer.record.or.money.order.or.traveler.s.check.record...3.000.or.more.",6951
