"Year","Month","State","Countym","Industry","Suspicious.Activity","Regulator","Relationship","Product","Instrument"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Check","IRS","Borrower","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Check","IRS","Customer","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Counterfeit Instrument (Other)","IRS","Borrower","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Counterfeit Instrument (Other)","IRS","Customer","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Provided Questionable or False Documentation","IRS","Borrower","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Provided Questionable or False Documentation","IRS","Customer","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Borrower","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Exchange of Currencies","IRS","Borrower","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Exchange of Currencies","IRS","Customer","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Borrower","Insurance/Annuity Products","Other"
"2014","May","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Other Fraud (Type)","IRS","Customer","Insurance/Annuity Products","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Other Fraud (Type)","IRS","Customer","Other","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Other Fraud (Type)","IRS","Other","Insurance/Annuity Products","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Other Fraud (Type)","IRS","Other","Other","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Customer","Other","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Other","Other","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Two or More Individuals Working Together","IRS","Customer","Insurance/Annuity Products","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Two or More Individuals Working Together","IRS","Customer","Other","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Two or More Individuals Working Together","IRS","Other","Insurance/Annuity Products","Other"
"2014","June","Iowa","Polk County, IA","Insurance Company","Two or More Individuals Working Together","IRS","Other","Other","Other"
"2014","June","New Jersey","Essex County, NJ","Insurance Company","Healthcare","IRS","Customer","Insurance/Annuity Products","Other"
"2014","June","New Jersey","Essex County, NJ","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2014","June","New Jersey","Essex County, NJ","Insurance Company","Two or More Individuals Working Together","IRS","Customer","Insurance/Annuity Products","Other"
"2014","June","New York","New York County, NY","Insurance Company","Other Other Suspicious Activities","IRS","Customer","Insurance/Annuity Products","Other"
"2014","July","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2014","August","New York","New York County, NY","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Other"
"2014","August","New York","New York County, NY","Insurance Company","Other Other Suspicious Activities","IRS","Customer","Insurance/Annuity Products","Other"
"2014","August","New York","New York County, NY","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Customer","Insurance/Annuity Products","Other"
"2014","September","Texas","Harris County, TX","Insurance Company","Alters Transactions to Avoid Ctr Requirement","IRS","No Relationship to Institution","Other","Other"
"2014","October","Hawaii","Honolulu County, HI","Insurance Company","Other Other Suspicious Activities","IRS","No Relationship to Institution","Other","Other"
"2014","October","Nebraska","Douglas County, NE","Insurance Company","Check","IRS","Customer","Insurance/Annuity Products","Other"
"2014","October","Nebraska","Douglas County, NE","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2014","October","Nebraska","Douglas County, NE","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Other"
"2014","October","Nebraska","Douglas County, NE","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Other"
"2014","October","Nebraska","Douglas County, NE","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Customer","Insurance/Annuity Products","Other"
"2014","October","Washington","King County, WA","Insurance Company","Other Other Suspicious Activities","IRS","No Relationship to Institution","Other","Other"
"2014","October","Wisconsin","Milwaukee County, WI","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Other"
"2014","October","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2014","October","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Customer","Insurance/Annuity Products","Other"
"2014","November","New York","New York County, NY","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Customer","Insurance/Annuity Products","Other"
"2014","November","New York","New York County, NY","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Other"
"2014","November","Puerto Rico","San Juan Municipio, PR","Insurance Company","Other Other Suspicious Activities","IRS","Customer","Insurance/Annuity Products","Other"
"2014","December","Iowa","Polk County, IA","Insurance Company","Other Fraud (Type)","IRS","Customer","Insurance/Annuity Products","Other"
"2014","December","Iowa","Polk County, IA","Insurance Company","Other Money Laundering","IRS","Customer","Insurance/Annuity Products","Other"
"2014","December","Iowa","Polk County, IA","Insurance Company","Provided Questionable or False Documentation","IRS","Customer","Insurance/Annuity Products","Other"
"2014","December","Iowa","Polk County, IA","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Other"
"2014","December","Iowa","Polk County, IA","Insurance Company","Two or More Individuals Working Together","IRS","Customer","Insurance/Annuity Products","Other"
"2014","December","Minnesota","Hennepin County, MN","Insurance Company","Elder Financial Exploitation","IRS","Other","Insurance/Annuity Products","Other"
"2014","December","Minnesota","Hennepin County, MN","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Other","Insurance/Annuity Products","Other"
"2014","December","Minnesota","Hennepin County, MN","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Other","Insurance/Annuity Products","Other"
"2014","January","Connecticut","Fairfield County, CT","Insurance Company","Elder Financial Exploitation","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Connecticut","Fairfield County, CT","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Connecticut","Fairfield County, CT","Insurance Company","Forgeries","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Connecticut","Fairfield County, CT","Insurance Company","Two or More Individuals Working Together","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Indiana","Allen County, IN","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Indiana","Allen County, IN","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Indiana","Allen County, IN","Insurance Company","Transaction Out of Pattern for Customer(s)","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Indiana","Allen County, IN","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Elder Financial Exploitation","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Elder Financial Exploitation","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Other Fraud (Type)","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Other Fraud (Type)","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Other Other Suspicious Activities","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Other Other Suspicious Activities","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Minnesota","Steele County, MN","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Minnesota","Steele County, MN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Minnesota","Steele County, MN","Insurance Company","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","IRS","No Relationship to Institution","Insurance/Annuity Products","U.S. Currency"
"2014","January","Minnesota","Steele County, MN","Insurance Company","Two or More Individuals Working Together","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Nebraska","Douglas County, NE","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","January","Nebraska","Douglas County, NE","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","January","Nebraska","Douglas County, NE","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","January","New Jersey","Essex County, NJ","Insurance Company","Check","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","New Jersey","Essex County, NJ","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","January","New Jersey","Essex County, NJ","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","New Jersey","Essex County, NJ","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","New Jersey","Essex County, NJ","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","January","New Jersey","Essex County, NJ","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","New Jersey","Essex County, NJ","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","January","New Jersey","Essex County, NJ","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","New York","New York County, NY","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","New York","New York County, NY","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","January","New York","New York County, NY","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","New York","New York County, NY","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","U.S. Currency"
"2014","January","Ohio","Franklin County, OH","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Ohio","Franklin County, OH","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Ohio","Franklin County, OH","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Ohio","Hamilton County, OH","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Ohio","Hamilton County, OH","Insurance Company","Other Money Laundering","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Oklahoma","Oklahoma County, OK","Insurance Company","Check","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Oklahoma","Oklahoma County, OK","Insurance Company","Counterfeit Instrument (Other)","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Oklahoma","Oklahoma County, OK","Insurance Company","Other Other Suspicious Activities","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Oklahoma","Oklahoma County, OK","Insurance Company","Provided Questionable or False Documentation","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Texas","Harris County, TX","Insurance Company","Check","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Texas","Harris County, TX","Insurance Company","Forgeries","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2014","January","Wisconsin","Milwaukee County, WI","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Wisconsin","Milwaukee County, WI","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","January","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","January","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","January","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","California","Los Angeles County, CA","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","February","California","Los Angeles County, CA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","February","California","Los Angeles County, CA","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","February","California","Orange County, CA","Insurance Company","Alters Transaction to Avoid Bsa Recordkeeping Requirement","IRS","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","California","Orange County, CA","Insurance Company","Alters Transactions to Avoid Ctr Requirement","IRS","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","California","Orange County, CA","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","U.S. Currency"
"2014","February","California","Orange County, CA","Insurance Company","Suspicious Use of Multiple Locations","IRS","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","California","Orange County, CA","Insurance Company","Two or More Individuals Working Together","IRS","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","California","San Mateo County, CA","Insurance Company","Other Other Suspicious Activities","IRS","No Relationship to Institution","Other","U.S. Currency"
"2014","February","Illinois","Cook County, IL","Insurance Company","Other Other Suspicious Activities","IRS","No Relationship to Institution","Other","Bank/Cashier's Check"
"2014","February","Massachusetts","Suffolk County, MA","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Massachusetts","Suffolk County, MA","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Massachusetts","Suffolk County, MA","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Massachusetts","Suffolk County, MA","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Massachusetts","Suffolk County, MA","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Massachusetts","Suffolk County, MA","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Other Fraud (Type)","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Other Fraud (Type)","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Other Fraud (Type)","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Other Money Laundering","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Other Structuring","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Other Structuring","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Other Structuring","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","New York","New York County, NY","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","New York","New York County, NY","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","New York","New York County, NY","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","U.S. Currency"
"2014","February","New York","Orange County, NY","Insurance Company","Identity Theft","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","February","New York","Orange County, NY","Insurance Company","Single Individual with Multiple Identities","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","February","New York","Orange County, NY","Insurance Company","Wire Transfer","IRS","Customer","Insurance/Annuity Products","Funds Transfer"
"2014","February","North Dakota","Cass County, ND","Insurance Company","Misuse of Position or Self-Dealing","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2014","February","North Dakota","Cass County, ND","Insurance Company","Other Fraud (Type)","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2014","February","North Dakota","Cass County, ND","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Ohio","Franklin County, OH","Insurance Company","Account Takeover","IRS","Other","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Ohio","Franklin County, OH","Insurance Company","Other Other Suspicious Activities","IRS","Other","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Ohio","Franklin County, OH","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Ohio","Franklin County, OH","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Ohio","Franklin County, OH","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Ohio","Hamilton County, OH","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Ohio","Hamilton County, OH","Insurance Company","Other Money Laundering","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2014","February","Pennsylvania","Chester County, PA","Insurance Company","Elder Financial Exploitation","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer"
"2014","February","Pennsylvania","Chester County, PA","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer"
"2014","February","Puerto Rico","San Juan Municipio, PR","Insurance Company","Other Insurance","IRS","Customer","Other","Personal/Business Check"
"2014","February","Puerto Rico","San Juan Municipio, PR","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","U.S. Currency"
"2014","February","Puerto Rico","San Juan Municipio, PR","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Puerto Rico","San Juan Municipio, PR","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Puerto Rico","San Juan Municipio, PR","Insurance Company","Transaction Out of Pattern for Customer(s)","IRS","Customer","Insurance/Annuity Products","U.S. Currency"
"2014","February","Wisconsin","Milwaukee County, WI","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Wisconsin","Milwaukee County, WI","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2014","February","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2014","February","Wisconsin","Milwaukee County, WI","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
