"Year","Month","State","Countym","Industry","Suspicious.Activity","Regulator","Relationship","Product","Instrument","Count"
"2013","July","Washington","King County, WA","Other","Other Other Suspicious Activities","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Other Other Suspicious Activities","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Concerning the Source of Funds","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Concerning the Source of Funds","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Concerning the Source of Funds","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious EFT/Wire Transfers","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious EFT/Wire Transfers","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious EFT/Wire Transfers","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Exchange of Currencies","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Exchange of Currencies","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Exchange of Currencies","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Multiple Accounts","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Multiple Accounts","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Multiple Accounts","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Noncash Monetary Instruments","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Noncash Monetary Instruments","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Noncash Monetary Instruments","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Third-Party Transactors (Straw-Man)","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Third-Party Transactors (Straw-Man)","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Suspicious Use of Third-Party Transactors (Straw-Man)","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Two or More Individuals Working Together","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Two or More Individuals Working Together","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Two or More Individuals Working Together","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Wire Transfer","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Wire Transfer","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","July","Washington","King County, WA","Other","Wire Transfer","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","August","California","Orange County, CA","Other","Appraisal Fraud","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","August","California","Orange County, CA","Other","Changes Spelling or Arrangement of Name","Not Applicable","Other","Residential Mortgage","Other","1"
"2013","August","California","Orange County, CA","Other","Consumer Loan","Not Applicable","Customer","Residential Mortgage","Other","1"
"2013","August","California","Orange County, CA","Other","Other Fraud (Type)","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","August","California","Orange County, CA","Other","Other Fraud (Type)","Not Applicable","Other","Other","Other","2"
"2013","August","California","Orange County, CA","Other","Other Fraud (Type)","Not Applicable","Other","Residential Mortgage","Other","2"
"2013","August","California","Orange County, CA","Other","Other Mortgage Fraud","Not Applicable","Customer","Residential Mortgage","Other","1"
"2013","August","California","Orange County, CA","Other","Other Mortgage Fraud","Not Applicable","No Relationship to Institution","Residential Mortgage","Other","1"
"2013","August","California","Orange County, CA","Other","Other Mortgage Fraud","Not Applicable","Other","Other","Other","2"
"2013","August","California","Orange County, CA","Other","Other Mortgage Fraud","Not Applicable","Other","Residential Mortgage","Other","2"
"2013","August","California","Orange County, CA","Other","Other Structuring","Not Applicable","Customer","Residential Mortgage","Other","1"
"2013","August","California","Orange County, CA","Other","Provided Questionable or False Documentation","Not Applicable","Customer","Residential Mortgage","Other","1"
"2013","October","Colorado","Boulder County, CO","Other","Consumer Loan","Not Applicable","Employee","Residential Mortgage","Other","1"
"2013","October","Colorado","Boulder County, CO","Other","Other Mortgage Fraud","Not Applicable","Employee","Residential Mortgage","Other","1"
"2013","October","Colorado","Boulder County, CO","Other","Other Other Suspicious Activities","Not Applicable","Employee","Residential Mortgage","Other","1"
"2013","October","Colorado","Boulder County, CO","Other","Other Structuring","Not Applicable","Employee","Residential Mortgage","Other","1"
"2013","October","New Jersey","Ocean County, NJ","Other","Other Mortgage Fraud","Not Applicable","Employee","Residential Mortgage","Other","1"
"2013","November","New Jersey","Monmouth County, NJ","Other","Other Fraud (Type)","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","November","New Jersey","Monmouth County, NJ","Other","Other Mortgage Fraud","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","November","Texas","Collin County, TX","Other","Other Other Suspicious Activities","Not Applicable","Borrower","Residential Mortgage","Other","1"
"2013","January","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other","8"
"2013","January","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other","8"
"2013","January","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other","8"
"2013","January","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other","8"
"2013","February","California","San Diego County, CA","Other","Other Mortgage Fraud","IRS","Borrower","Residential Mortgage","Other","1"
"2013","February","California","San Diego County, CA","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other","1"
"2013","February","California","San Diego County, CA","Other","Suspicious Use of Multiple Accounts","IRS","Borrower","Residential Mortgage","Other","1"
"2013","February","California","San Francisco County, CA","Other","Check","FRB","Customer","Debit Card","Other","1"
"2013","February","California","San Francisco County, CA","Other","Credit/Debit Card","FRB","Customer","Debit Card","Other","1"
"2013","February","California","San Francisco County, CA","Other","Elder Financial Exploitation","FRB","Customer","Debit Card","Other","1"
"2013","February","California","San Francisco County, CA","Other","Embezzlement/Theft/Disappearance of Funds","FRB","Customer","Debit Card","Other","1"
"2013","February","Ohio","Clermont County, OH","Other","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Prepaid Access","Other","1"
"2013","February","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other","2"
"2013","February","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other","2"
"2013","February","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other","1"
"2013","February","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other","1"
"2013","March","California","Sacramento County, CA","Other","Check","SEC","No Relationship to Institution","Mutual Fund","Other","1"
"2013","March","California","Sacramento County, CA","Other","Embezzlement/Theft/Disappearance of Funds","SEC","No Relationship to Institution","Mutual Fund","Other","1"
"2013","March","California","Sacramento County, CA","Other","Forgeries","SEC","No Relationship to Institution","Mutual Fund","Other","1"
"2013","March","Florida","Duval County, FL","Other","Consumer Loan","IRS","Borrower","Residential Mortgage","Other","1"
"2013","March","Florida","Duval County, FL","Other","Other Mortgage Fraud","IRS","Borrower","Residential Mortgage","Other","1"
"2013","March","Florida","Duval County, FL","Other","Two or More Individuals Working Together","IRS","Borrower","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Fraud (Type)","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Fraud (Type)","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Fraud (Type)","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Fraud (Type)","OCC","Other","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Money Laundering","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Money Laundering","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Money Laundering","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Money Laundering","OCC","Other","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Mortgage Fraud","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Mortgage Fraud","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Mortgage Fraud","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Other Mortgage Fraud","OCC","Other","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious Concerning the Source of Funds","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious Concerning the Source of Funds","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious Concerning the Source of Funds","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious Concerning the Source of Funds","OCC","Other","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious EFT/Wire Transfers","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious EFT/Wire Transfers","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious EFT/Wire Transfers","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious EFT/Wire Transfers","OCC","Other","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious Use of Multiple Accounts","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious Use of Multiple Accounts","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious Use of Multiple Accounts","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Suspicious Use of Multiple Accounts","OCC","Other","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Transaction Out of Pattern for Customer(s)","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Transaction Out of Pattern for Customer(s)","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Transaction Out of Pattern for Customer(s)","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Transaction Out of Pattern for Customer(s)","OCC","Other","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Two or More Individuals Working Together","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Two or More Individuals Working Together","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Two or More Individuals Working Together","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Two or More Individuals Working Together","OCC","Other","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Wire Transfer","OCC","Customer","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Wire Transfer","OCC","Customer","Residential Mortgage","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Wire Transfer","OCC","Other","Other","Other","1"
"2013","March","Indiana","Marion County, IN","Other","Wire Transfer","OCC","Other","Residential Mortgage","Other","1"
"2013","March","New Jersey","Morris County, NJ","Other","Identity Theft","SEC","No Relationship to Institution","Other","Other","3"
"2013","March","New Jersey","Morris County, NJ","Other","Provided Questionable or False Documentation","SEC","No Relationship to Institution","Other","Other","3"
"2013","March","New Jersey","Morris County, NJ","Other","Wire Transfer","SEC","No Relationship to Institution","Other","Other","3"
"2013","March","Tennessee","Blount County, TN","Other","Suspicious Concerning the Physical Condition of Funds","IRS","Borrower","Residential Mortgage","Other","1"
"2013","March","Tennessee","Blount County, TN","Other","Suspicious Concerning the Physical Condition of Funds","IRS","Customer","Residential Mortgage","Other","1"
"2013","March","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other","6"
"2013","March","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other","6"
"2013","March","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other","7"
"2013","March","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other","7"
"2013","March","West Virginia","Cabell County, WV","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other","1"
"2013","March","West Virginia","Cabell County, WV","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other","1"
"2013","March","West Virginia","Cabell County, WV","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other","1"
"2013","March","West Virginia","Cabell County, WV","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other","1"
"2013","April","Arkansas","Benton County, AR","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other","1"
"2013","April","Arkansas","Benton County, AR","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other","1"
"2013","April","Arkansas","Benton County, AR","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other","1"
"2013","April","Arkansas","Benton County, AR","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other","1"
"2013","April","Delaware","New Castle County, DE","Other","Credit/Debit Card","FDIC","No Relationship to Institution","Credit Card","Other","1"
"2013","April","Delaware","New Castle County, DE","Other","Other Other Suspicious Activities","FDIC","No Relationship to Institution","Credit Card","Other","1"
"2013","April","Missouri","St. Louis County, MO","Other","Market Manipulation/Wash Trading","FRB","Customer","Stocks","Other","1"
"2013","April","Missouri","St. Louis County, MO","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FRB","Customer","Stocks","Other","1"
"2013","April","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other","4"
"2013","April","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other","4"
"2013","April","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other","4"
"2013","April","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other","4"
"2013","April","Texas","Travis County, TX","Other","Identity Theft","OCC","Customer","Debit Card","Other","1"
"2013","April","Texas","Travis County, TX","Other","Identity Theft","OCC","Customer","Prepaid Access","Other","1"
"2013","April","Texas","Travis County, TX","Other","Multiple Individuals with Same or Similar Identities","OCC","Customer","Debit Card","Other","1"
"2013","April","Texas","Travis County, TX","Other","Multiple Individuals with Same or Similar Identities","OCC","Customer","Prepaid Access","Other","1"
"2013","April","Texas","Travis County, TX","Other","Other Fraud (Type)","OCC","Customer","Debit Card","Other","1"
"2013","April","Texas","Travis County, TX","Other","Other Fraud (Type)","OCC","Customer","Prepaid Access","Other","1"
"2013","April","Texas","Travis County, TX","Other","Other Money Laundering","OCC","Customer","Debit Card","Other","1"
"2013","April","Texas","Travis County, TX","Other","Other Money Laundering","OCC","Customer","Prepaid Access","Other","1"
"2013","April","Texas","Travis County, TX","Other","Suspicious Concerning the Source of Funds","OCC","Customer","Debit Card","Other","2"
"2013","April","Texas","Travis County, TX","Other","Suspicious Concerning the Source of Funds","OCC","Customer","Prepaid Access","Other","2"
"2013","April","Texas","Travis County, TX","Other","Suspicious Use of Multiple Accounts","OCC","Customer","Debit Card","Other","1"
"2013","April","Texas","Travis County, TX","Other","Suspicious Use of Multiple Accounts","OCC","Customer","Prepaid Access","Other","1"
"2013","April","Texas","Travis County, TX","Other","Suspicious Use of Multiple Locations","OCC","Customer","Debit Card","Other","2"
"2013","April","Texas","Travis County, TX","Other","Suspicious Use of Multiple Locations","OCC","Customer","Prepaid Access","Other","2"
"2013","April","Texas","Travis County, TX","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Customer","Debit Card","Other","1"
"2013","April","Texas","Travis County, TX","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Customer","Prepaid Access","Other","1"
"2013","April","Texas","Travis County, TX","Other","Two or More Individuals Working Together","OCC","Customer","Debit Card","Other","1"
"2013","April","Texas","Travis County, TX","Other","Two or More Individuals Working Together","OCC","Customer","Prepaid Access","Other","1"
"2013","May","California","Orange County, CA","Other","Other Fraud (Type)","IRS","Customer","Residential Mortgage","Other","1"
"2013","May","California","Orange County, CA","Other","Other Mortgage Fraud","IRS","Customer","Residential Mortgage","Other","1"
"2013","May","California","Placer County, CA","Other","Other Fraud (Type)","IRS","Customer","Hedge Fund","Other","1"
"2013","May","California","Placer County, CA","Other","Other Fraud (Type)","IRS","Customer","Other","Other","1"
"2013","May","California","San Bernardino County, CA","Other","Other Fraud (Type)","IRS","Customer","Residential Mortgage","Other","1"
"2013","May","California","San Bernardino County, CA","Other","Other Mortgage Fraud","IRS","Customer","Residential Mortgage","Other","1"
"2013","May","Missouri","St. Louis city, MO","Other","Multiple Transactions Below Bsa Recordkeeping Threshold","OCC","Customer","Credit Card","Other","1"
"2013","May","Missouri","St. Louis city, MO","Other","Multiple Transactions Below Bsa Recordkeeping Threshold","OCC","Customer","Debit Card","Other","1"
"2013","May","Missouri","St. Louis city, MO","Other","Suspicious Use of Noncash Monetary Instruments","OCC","Customer","Credit Card","Other","1"
"2013","May","Missouri","St. Louis city, MO","Other","Suspicious Use of Noncash Monetary Instruments","OCC","Customer","Debit Card","Other","1"
"2013","May","Missouri","St. Louis County, MO","Other","Market Manipulation/Wash Trading","FRB","Customer","Penny Stocks/Microcap Securities","Other","1"
"2013","May","Missouri","St. Louis County, MO","Other","Market Manipulation/Wash Trading","FRB","Other","Penny Stocks/Microcap Securities","Other","1"
"2013","May","Missouri","St. Louis County, MO","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FRB","Customer","Penny Stocks/Microcap Securities","Other","1"
"2013","May","Missouri","St. Louis County, MO","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FRB","Other","Penny Stocks/Microcap Securities","Other","1"
"2013","May","Ohio","Stark County, OH","Other","Multiple Transactions Below Ctr Threshold","NCUA","Other","Other","Other","1"
"2013","May","Ohio","Stark County, OH","Other","Other Money Laundering","NCUA","Other","Other","Other","1"
"2013","May","Ohio","Stark County, OH","Other","Other Securities/Futures/Options","NCUA","Other","Other","Other","1"
"2013","May","Ohio","Stark County, OH","Other","Wire Transfer","NCUA","Other","Other","Other","1"
"2013","May","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other","7"
"2013","May","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other","7"
"2013","May","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other","6"
"2013","May","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other","6"
"2013","May","Texas","Dallas County, TX","Other","ACH","FRB","Borrower","Credit Card","Other","1"
"2013","May","Texas","Dallas County, TX","Other","ACH","FRB","Borrower","Debit Card","Other","1"
"2013","May","Texas","Dallas County, TX","Other","Consumer Loan","FRB","Borrower","Credit Card","Other","1"
