"Year","Month","State","Countym","Industry","Suspicious.Activity","Regulator","Relationship","Product","Instrument"
"2014","April","Virginia","Richmond city, VA","Other","Credit/Debit Card","FRB","Employee","Credit Card","Other"
"2014","April","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Borrower","Other","Other"
"2014","April","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Borrower","Residential Mortgage","Other"
"2014","April","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Customer","Other","Other"
"2014","April","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Customer","Residential Mortgage","Other"
"2014","April","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","No Relationship to Institution","Residential Mortgage","Other"
"2014","April","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Other","Residential Mortgage","Other"
"2014","May","Delaware","New Castle County, DE","Other","Other Other Suspicious Activities","FDIC","Customer","Credit Card","Other"
"2014","May","Delaware","New Castle County, DE","Other","Suspicious Concerning the Source of Funds","FDIC","Customer","Credit Card","Other"
"2014","May","Delaware","New Castle County, DE","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FDIC","Customer","Credit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","ACH","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","ACH","FRB","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","ACH","OCC","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","ACH","OCC","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Changes Spelling or Arrangement of Name","OCC","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Changes Spelling or Arrangement of Name","OCC","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Credit/Debit Card","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Credit/Debit Card","FRB","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Credit/Debit Card","OCC","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Credit/Debit Card","OCC","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Healthcare","OCC","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Healthcare","OCC","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Multiple Individuals with Same or Similar Identities","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Multiple Individuals with Same or Similar Identities","FRB","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Multiple Transactions Below Bsa Recordkeeping Threshold","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Multiple Transactions Below Bsa Recordkeeping Threshold","FRB","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Other Fraud (Type)","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Other Fraud (Type)","FRB","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Other Identification Documentation","OCC","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Other Identification Documentation","OCC","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Provided Questionable or False Documentation","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Provided Questionable or False Documentation","FRB","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Provided Questionable or False Documentation","OCC","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Provided Questionable or False Documentation","OCC","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Suspected Public/Private Corruption (Domestic)","OCC","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Suspected Public/Private Corruption (Domestic)","OCC","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Suspicious Concerning the Source of Funds","OCC","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Suspicious Concerning the Source of Funds","OCC","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Suspicious Use of Multiple Accounts","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Suspicious Use of Multiple Accounts","FRB","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Suspicious Use of Multiple Locations","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Suspicious Use of Multiple Locations","FRB","Customer","Prepaid Access","Other"
"2014","May","Georgia","Fulton County, GA","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FRB","Customer","Debit Card","Other"
"2014","May","Georgia","Fulton County, GA","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FRB","Customer","Prepaid Access","Other"
"2014","May","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other"
"2014","May","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other"
"2014","May","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other"
"2014","May","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other"
"2014","May","Virginia","Richmond city, VA","Other","Loan Modification Fraud","FRB","Borrower","Residential Mortgage","Other"
"2014","May","Virginia","Richmond city, VA","Other","Loan Modification Fraud","FRB","Customer","Residential Mortgage","Other"
"2014","May","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Borrower","Other","Other"
"2014","May","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Borrower","Residential Mortgage","Other"
"2014","May","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Customer","Other","Other"
"2014","May","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Customer","Residential Mortgage","Other"
"2014","May","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","No Relationship to Institution","Residential Mortgage","Other"
"2014","May","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Other","Residential Mortgage","Other"
"2014","June","Delaware","New Castle County, DE","Other","ACH","FDIC","Customer","Credit Card","Other"
"2014","June","Delaware","New Castle County, DE","Other","Credit/Debit Card","FDIC","Customer","Credit Card","Other"
"2014","June","Delaware","New Castle County, DE","Other","Identity Theft","FDIC","Customer","Credit Card","Other"
"2014","June","Delaware","New Castle County, DE","Other","Single Individual with Multiple Identities","FDIC","Customer","Credit Card","Other"
"2014","June","Delaware","New Castle County, DE","Other","Suspicious Concerning the Source of Funds","FDIC","Customer","Credit Card","Other"
"2014","June","Delaware","New Castle County, DE","Other","Suspicious Use of Multiple Accounts","FDIC","Customer","Credit Card","Other"
"2014","June","Delaware","New Castle County, DE","Other","Suspicious Use of Noncash Monetary Instruments","FDIC","Customer","Credit Card","Other"
"2014","June","Delaware","New Castle County, DE","Other","Trade Based Money Laundering/Black Market Peso Exchange","FDIC","Customer","Credit Card","Other"
"2014","June","Florida","Volusia County, FL","Other","Other Mortgage Fraud","FRB","Borrower","Residential Mortgage","Other"
"2014","June","Florida","Volusia County, FL","Other","Other Mortgage Fraud","FRB","Customer","Residential Mortgage","Other"
"2014","June","Georgia","Fulton County, GA","Other","ACH","FRB","Customer","Debit Card","Other"
"2014","June","Georgia","Fulton County, GA","Other","ACH","FRB","Customer","Prepaid Access","Other"
"2014","June","Georgia","Fulton County, GA","Other","Credit/Debit Card","FRB","Customer","Debit Card","Other"
"2014","June","Georgia","Fulton County, GA","Other","Credit/Debit Card","FRB","Customer","Prepaid Access","Other"
"2014","June","Georgia","Fulton County, GA","Other","Other Fraud (Type)","FRB","Customer","Debit Card","Other"
"2014","June","Georgia","Fulton County, GA","Other","Other Fraud (Type)","FRB","Customer","Prepaid Access","Other"
"2014","June","Georgia","Fulton County, GA","Other","Suspicious Receipt of Government Payments/Benefits","FRB","Customer","Debit Card","Other"
"2014","June","Georgia","Fulton County, GA","Other","Suspicious Receipt of Government Payments/Benefits","FRB","Customer","Prepaid Access","Other"
"2014","June","Virginia","Fairfax County, VA","Other","Other Mortgage Fraud","FRB","Borrower","Residential Mortgage","Other"
"2014","June","Virginia","Fairfax County, VA","Other","Other Mortgage Fraud","FRB","Customer","Residential Mortgage","Other"
"2014","June","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Borrower","Other","Other"
"2014","June","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Borrower","Residential Mortgage","Other"
"2014","June","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Customer","Other","Other"
"2014","June","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Customer","Residential Mortgage","Other"
"2014","July","Delaware","New Castle County, DE","Other","Other Other Suspicious Activities","FDIC","Customer","Credit Card","Other"
"2014","July","Delaware","New Castle County, DE","Other","Suspicious Concerning the Source of Funds","FDIC","Customer","Credit Card","Other"
"2014","July","Delaware","New Castle County, DE","Other","Suspicious Use of Multiple Locations","FDIC","Customer","Credit Card","Other"
"2014","July","Delaware","New Castle County, DE","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FDIC","Customer","Credit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Credit/Debit Card","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Credit/Debit Card","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Multiple Transactions Below Bsa Recordkeeping Threshold","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Multiple Transactions Below Bsa Recordkeeping Threshold","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Multiple Transactions Below Ctr Threshold","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Multiple Transactions Below Ctr Threshold","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Other Money Laundering","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Other Money Laundering","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Other Structuring","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Other Structuring","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Suspicious Concerning the Source of Funds","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Suspicious Concerning the Source of Funds","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Suspicious Use of Multiple Accounts","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Suspicious Use of Multiple Accounts","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Suspicious Use of Multiple Locations","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Suspicious Use of Multiple Locations","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Transaction with No Apparent Economic, Business, or Lawful Purpose","FRB","Customer","Prepaid Access","Other"
"2014","July","Georgia","Fulton County, GA","Other","Two or More Individuals Working Together","FRB","Customer","Debit Card","Other"
"2014","July","Georgia","Fulton County, GA","Other","Two or More Individuals Working Together","FRB","Customer","Prepaid Access","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Casinos","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Fraud (Type)","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Identification Documentation","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Insurance","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Money Laundering","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Mortgage Fraud","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Other Suspicious Activities","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Securities/Futures/Options","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Structuring","IRS","Customer","Other","Other"
"2014","July","New Jersey","Burlington County, NJ","Other","Other Terrorist","IRS","Customer","Other","Other"
"2014","July","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other"
"2014","July","Tennessee","Blount County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Customer","Residential Mortgage","Other"
"2014","July","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other"
"2014","July","Tennessee","Blount County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Customer","Residential Mortgage","Other"
"2014","July","Tennessee","Knox County, TN","Other","Suspicious Concerning the Source of Funds","IRS","Borrower","Residential Mortgage","Other"
"2014","July","Tennessee","Knox County, TN","Other","Transaction Out of Pattern for Customer(s)","IRS","Borrower","Residential Mortgage","Other"
"2014","July","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Attorney","Residential Mortgage","Other"
"2014","July","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Borrower","Residential Mortgage","Other"
"2014","July","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Customer","Residential Mortgage","Other"
"2014","July","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","No Relationship to Institution","Residential Mortgage","Other"
"2014","July","Virginia","Richmond city, VA","Other","Other Mortgage Fraud","FRB","Other","Residential Mortgage","Other"
"2014","August","Delaware","New Castle County, DE","Other","Other Money Laundering","FDIC","Customer","Credit Card","Other"
"2014","August","Delaware","New Castle County, DE","Other","Suspicious Concerning the Source of Funds","FDIC","Customer","Credit Card","Other"
