"Year","Month","State","Countym","Industry","Suspicious.Activity","Regulator","Relationship","Product","Instrument"
"2015","May","New York","New York County, NY","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Other"
"2015","June","New York","New York County, NY","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","June","New York","New York County, NY","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Customer","Insurance/Annuity Products","Other"
"2015","June","Puerto Rico","San Juan Municipio, PR","Insurance Company","Other Other Suspicious Activities","IRS","Customer","Insurance/Annuity Products","Other"
"2015","June","Texas","Travis County, TX","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Customer","Insurance/Annuity Products","Other"
"2015","June","Texas","Travis County, TX","Insurance Company","Transaction Out of Pattern for Customer(s)","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","California","San Diego County, CA","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Agent","Insurance/Annuity Products","Other"
"2015","July","California","San Diego County, CA","Insurance Company","Forgeries","IRS","Agent","Insurance/Annuity Products","Other"
"2015","July","California","San Diego County, CA","Insurance Company","Misuse of Position or Self-Dealing","IRS","Agent","Insurance/Annuity Products","Other"
"2015","July","California","San Diego County, CA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Other"
"2015","July","California","San Diego County, CA","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","Other"
"2015","July","California","Santa Barbara County, CA","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Other","Insurance/Annuity Products","Other"
"2015","July","California","Santa Barbara County, CA","Insurance Company","Misuse of Position or Self-Dealing","IRS","Other","Insurance/Annuity Products","Other"
"2015","July","Maryland","Prince George's County, MD","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Maryland","Prince George's County, MD","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Maryland","Prince George's County, MD","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Maryland","Prince George's County, MD","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Michigan","Bay County, MI","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Michigan","Bay County, MI","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Minnesota","Hennepin County, MN","Insurance Company","Other Fraud (Type)","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Minnesota","Hennepin County, MN","Insurance Company","Other Fraud (Type)","IRS","Other","Insurance/Annuity Products","Other"
"2015","July","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Minnesota","Hennepin County, MN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Other","Insurance/Annuity Products","Other"
"2015","July","New York","New York County, NY","Insurance Company","Other Money Laundering","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","New York","New York County, NY","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","New York","New York County, NY","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Texas","Travis County, TX","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Texas","Travis County, TX","Insurance Company","Suspicious Use of Multiple Accounts","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","July","Texas","Travis County, TX","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Texas","Travis County, TX","Insurance Company","Suspicious Use of Multiple Locations","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","July","Texas","Travis County, TX","Insurance Company","Two or More Individuals Working Together","IRS","Customer","Insurance/Annuity Products","Other"
"2015","July","Texas","Travis County, TX","Insurance Company","Two or More Individuals Working Together","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","August","New York","New York County, NY","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","August","New York","New York County, NY","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Customer","Insurance/Annuity Products","Other"
"2015","September","Pennsylvania","Lehigh County, PA","Insurance Company","Forgeries","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","September","Pennsylvania","Lehigh County, PA","Insurance Company","Identity Theft","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","September","Pennsylvania","Lehigh County, PA","Insurance Company","Provided Questionable or False Documentation","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","September","Pennsylvania","Lehigh County, PA","Insurance Company","Transaction Out of Pattern for Customer(s)","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","September","Pennsylvania","Lehigh County, PA","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","September","Puerto Rico","San Juan Municipio, PR","Insurance Company","ACH","IRS","Customer","Insurance/Annuity Products","Other"
"2015","September","Puerto Rico","San Juan Municipio, PR","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","IRS","Agent","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Physical Condition of Funds","IRS","Agent","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Physical Condition of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Agent","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","IRS","Agent","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Agent","Insurance/Annuity Products","Other"
"2015","October","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Multiple Accounts","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","New Jersey","Essex County, NJ","Insurance Company","Other Fraud (Type)","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","October","New Jersey","Essex County, NJ","Insurance Company","Two or More Individuals Working Together","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","October","Ohio","Franklin County, OH","Insurance Company","Other Money Laundering","IRS","Customer","Insurance/Annuity Products","Other"
"2015","October","Ohio","Franklin County, OH","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","November","Ohio","Franklin County, OH","Insurance Company","Check","IRS","Customer","Insurance/Annuity Products","Other"
"2015","November","Ohio","Franklin County, OH","Insurance Company","Counterfeit Instrument (Other)","IRS","Customer","Insurance/Annuity Products","Other"
"2015","November","Ohio","Franklin County, OH","Insurance Company","Provided Questionable or False Documentation","IRS","Customer","Insurance/Annuity Products","Other"
"2015","November","Ohio","Franklin County, OH","Insurance Company","Suspicious Receipt of Government Payments/Benefits","IRS","Customer","Insurance/Annuity Products","Other"
"2015","November","Texas","Travis County, TX","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Other"
"2015","November","Texas","Travis County, TX","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Other"
"2015","November","Texas","Travis County, TX","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","November","Texas","Travis County, TX","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Agent","Insurance/Annuity Products","Other"
"2015","November","Texas","Travis County, TX","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","November","Texas","Travis County, TX","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Insurance/Annuity Products","Other"
"2015","December","Ohio","Franklin County, OH","Insurance Company","Other Other Suspicious Activities","IRS","Customer","Insurance/Annuity Products","Other"
"2015","December","Ohio","Franklin County, OH","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Other"
"2015","December","Tennessee","Monroe County, TN","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Other","Debit Card","Other"
"2015","December","Tennessee","Monroe County, TN","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Other","Insurance/Annuity Products","Other"
"2015","December","Tennessee","Monroe County, TN","Insurance Company","Misuse of Position or Self-Dealing","IRS","Other","Debit Card","Other"
"2015","December","Tennessee","Monroe County, TN","Insurance Company","Misuse of Position or Self-Dealing","IRS","Other","Insurance/Annuity Products","Other"
"2015","January","California","Los Angeles County, CA","Insurance Company","Other Other Suspicious Activities","IRS","No Relationship to Institution","Other","U.S. Currency"
"2015","January","California","Los Angeles County, CA","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","Personal/Business Check"
"2015","January","California","Los Angeles County, CA","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","U.S. Currency"
"2015","January","California","Sacramento County, CA","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","Personal/Business Check"
"2015","January","California","Solano County, CA","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","Personal/Business Check"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Other","Insurance/Annuity Products","Funds Transfer"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Embezzlement/Theft/Disappearance of Funds","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Forgeries","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Forgeries","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Forgeries","IRS","Other","Insurance/Annuity Products","Funds Transfer"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Forgeries","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Identity Theft","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Identity Theft","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Identity Theft","IRS","Other","Insurance/Annuity Products","Funds Transfer"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Identity Theft","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Two or More Individuals Working Together","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Two or More Individuals Working Together","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Two or More Individuals Working Together","IRS","Other","Insurance/Annuity Products","Funds Transfer"
"2015","January","Connecticut","Fairfield County, CT","Insurance Company","Two or More Individuals Working Together","IRS","Other","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Illinois","Cook County, IL","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","Personal/Business Check"
"2015","January","Illinois","Cook County, IL","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","U.S. Currency"
"2015","January","Illinois","DuPage County, IL","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","Funds Transfer"
"2015","January","Illinois","DuPage County, IL","Insurance Company","Suspicious Concerning the Source of Funds","IRS","No Relationship to Institution","Other","U.S. Currency"
"2015","January","Indiana","Allen County, IN","Insurance Company","Check","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Check","IRS","Agent","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Check","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Check","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Check","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Check","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Elder Financial Exploitation","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Elder Financial Exploitation","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Forgeries","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Mail","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Mail","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Misuse of Position or Self-Dealing","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Misuse of Position or Self-Dealing","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Other Fraud (Type)","IRS","Agent","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Other Fraud (Type)","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Other Fraud (Type)","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Other Fraud (Type)","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Other Identification Documentation","IRS","Agent","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Other Identification Documentation","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Other Identification Documentation","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Other Identification Documentation","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Agent","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Concerning the Source of Funds","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","IRS","Agent","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious EFT/Wire Transfers","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Agent","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Two or More Individuals Working Together","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Two or More Individuals Working Together","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Indiana","Allen County, IN","Insurance Company","Wire Transfer","IRS","Agent","Insurance/Annuity Products","Funds Transfer"
"2015","January","Indiana","Allen County, IN","Insurance Company","Wire Transfer","IRS","Agent","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Iowa","Polk County, IA","Insurance Company","Multiple Transactions Below Ctr Threshold","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Iowa","Polk County, IA","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Massachusetts","Suffolk County, MA","Insurance Company","Multiple Transactions Below Bsa Recordkeeping Threshold","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Massachusetts","Suffolk County, MA","Insurance Company","Other Money Laundering","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2015","January","Massachusetts","Suffolk County, MA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check"
"2015","January","Massachusetts","Suffolk County, MA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Massachusetts","Suffolk County, MA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check"
"2015","January","Massachusetts","Suffolk County, MA","Insurance Company","Proceeds Sent to Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check"
"2015","January","Massachusetts","Suffolk County, MA","Insurance Company","Suspicious Use of Multiple Locations","IRS","Customer","Insurance/Annuity Products","Money Orders"
"2015","January","Massachusetts","Suffolk County, MA","Insurance Company","Suspicious Use of Noncash Monetary Instruments","IRS","Customer","Insurance/Annuity Products","Money Orders"
